instance,goal,adm_result,stb_result
exp_acyclic_depvary_step3_batch_yyy08.pl,a5,no,no
exp_acyclic_depvary_step3_batch_yyy08.pl,y3,no,no
exp_acyclic_depvary_step3_batch_yyy08.pl,c6,no,no
exp_acyclic_depvary_step3_batch_yyy08.pl,q3,no,no
exp_acyclic_depvary_step3_batch_yyy08.pl,u2,no,no
exp_acyclic_depvary_step3_batch_yyy08.pl,y5,no,no
exp_acyclic_depvary_step3_batch_yyy08.pl,f4,no,no
exp_acyclic_depvary_step3_batch_yyy08.pl,z3,no,no
exp_acyclic_depvary_step3_batch_yyy09.pl,b3,no,no
exp_acyclic_depvary_step3_batch_yyy09.pl,d4,no,no
exp_acyclic_depvary_step3_batch_yyy09.pl,w5,no,no
exp_acyclic_depvary_step3_batch_yyy09.pl,b1,no,no
exp_acyclic_depvary_step3_batch_yyy09.pl,a4,no,no
exp_acyclic_depvary_step3_batch_yyy09.pl,p3,no,no
exp_acyclic_depvary_step3_batch_yyy09.pl,e3,no,no
exp_acyclic_depvary_step3_batch_yyy09.pl,r1,yes,yes
exp_acyclic_depvary_step3_batch_yyy09.pl,e2,yes,yes
exp_acyclic_depvary_step3_batch_yyy09.pl,d1,yes,yes
exp_acyclic_depvary_step3_batch_yyy10.pl,s3,no,no
exp_acyclic_depvary_step3_batch_yyy10.pl,b3,no,no
exp_acyclic_depvary_step3_batch_yyy10.pl,e1,yes,yes
exp_acyclic_depvary_step3_batch_yyy10.pl,t2,no,no
exp_acyclic_depvary_step3_batch_yyy10.pl,e3,no,no
exp_acyclic_depvary_step3_batch_yyy10.pl,u5,no,no
exp_acyclic_depvary_step3_batch_yyy10.pl,d5,no,no
exp_acyclic_depvary_step3_batch_yyy10.pl,e2,no,no
exp_acyclic_depvary_step3_batch_yyy10.pl,r3,no,no
exp_acyclic_depvary_step3_batch_yyy10.pl,d1,no,no
exp_acyclic_depvary_step4_batch_yyy01.pl,b3,yes,yes
exp_acyclic_depvary_step4_batch_yyy01.pl,u1,no,no
exp_acyclic_depvary_step4_batch_yyy01.pl,d3,no,no
exp_acyclic_depvary_step4_batch_yyy01.pl,q5,no,no
exp_acyclic_depvary_step4_batch_yyy01.pl,c2,yes,yes
exp_acyclic_depvary_step4_batch_yyy01.pl,f5,no,no
exp_acyclic_depvary_step4_batch_yyy01.pl,w1,no,no
exp_acyclic_depvary_step4_batch_yyy01.pl,s1,yes,yes
exp_acyclic_depvary_step4_batch_yyy01.pl,x1,no,no
exp_acyclic_depvary_step4_batch_yyy01.pl,f2,yes,yes
exp_acyclic_depvary_step4_batch_yyy02.pl,u1,yes,yes
exp_acyclic_depvary_step4_batch_yyy02.pl,y3,no,no
exp_acyclic_depvary_step4_batch_yyy02.pl,d2,yes,yes
exp_acyclic_depvary_step4_batch_yyy02.pl,y5,no,no
exp_acyclic_depvary_step4_batch_yyy02.pl,w3,no,no
exp_acyclic_depvary_step4_batch_yyy02.pl,b3,yes,yes
exp_acyclic_depvary_step4_batch_yyy02.pl,y4,no,no
